"Timestamp","Age","Gender","City","Position","Total.years.of.experience","Years.of.experience.in.Germany","Seniority.level","Your.main.technology...programming.language","Other.technologies.programming.languages.you.use.often","Yearly.brutto.salary..without.bonus.and.stocks..in.EUR","Yearly.bonus...stocks.in.EUR","Annual.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.the.same.country","Annual.bonus.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.vacation.days","Employment.status","Сontract.duration","Main.language.at.work","Company.size","Company.type","Have.you.lost.your.job.due.to.the.coronavirus.outbreak.","Have.you.been.forced.to.have.a.shorter.working.week..Kurzarbeit...If.yes..how.many.hours.per.week","Have.you.received.additional.monetary.support.from.your.employer.due.to.Work.From.Home..If.yes..how.much.in.2020.in.EUR","Years.of.experience","Your.level","Current.Salary","Salary.one.year.ago","Salary.two.years.ago","Are.you.getting.any.Stock.Options.","Zeitstempel","Position..without.seniority.","Yearly.brutto.salary..without.bonus.and.stocks.","Yearly.bonus","Yearly.stocks","Yearly.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.same.country","Yearly.bonus.one.year.ago..Only.answer.if.staying.in.same.country","Yearly.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.home.office.days.per.month","Company.name","Company.business.sector","X0"
NA,32,"Female","Berlin",NA,NA,NA,"Middle","Kotlin",NA,NA,NA,NA,NA,"23",NA,"unlimited","English","1000+","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"05.12.2019 09:29:12","Mobile Developer",55000,NA,NA,52000,NA,NA,4,"","Сommerce",NA
NA,29,"Female","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"29",NA,"unlimited","English","100-1000","",NA,NA,NA,2,NA,NA,NA,NA,NA,"05.12.2019 09:29:58","Data Scientist",40000,0,NA,40000,NA,NA,NA,"diconium","IT",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,6,NA,NA,NA,NA,NA,"05.12.2019 09:32:27","Data Scientist",96000,12000,NA,NA,NA,NA,NA,"","",NA
NA,29,"Male","Berlin",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Startup",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 09:38:10","Fullstack Developer",72000,6000,NA,70000,5000,NA,4,"Yara Digital","Agriculture",NA
NA,29,"Male","Berlin",NA,NA,NA,"Middle","Go",NA,NA,NA,NA,NA,NA,NA,"unlimited","English","100-1000","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"05.12.2019 09:42:06","Backend Developer",60000,NA,NA,NA,NA,NA,NA,"","",NA
NA,24,"Male","Berlin",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","100-1000","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 09:42:21","Frontend Developer",63000,3000,NA,NA,NA,NA,NA,"smava","Finance / Insurance",NA
NA,37,"Male","Berlin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","10-50","Startup",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 09:47:36","Data Scientist",85000,0,NA,NA,NA,NA,NA,"","Health",NA
NA,26,"Male","Frankfurt",NA,NA,NA,"Middle","Javascript / Typescript",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","100-1000","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"05.12.2019 09:48:37","Frontend Developer",76000,5000,NA,65000,3000,NA,2,"","Finance / Insurance",NA
NA,37,"Male","Dublin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","1000+","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 09:52:03","Manager",98000,15000,NA,130000,150000,NA,20,"Optum","Finance / Insurance",NA
NA,36,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 09:52:25","Backend Developer",62000,NA,NA,55000,NA,NA,10,"","Finance / Insurance",NA
NA,33,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 10:04:30","Data Engineer",63000,NA,NA,NA,NA,NA,NA,"","",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","AWS",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 10:25:42","Software Architect",73000,20000,2000,66000,NA,10000,20,"","Cloud",NA
NA,35,"Female","Berlin",NA,NA,NA,"Junior","Javascript / Typescript",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,2,NA,NA,NA,NA,NA,"05.12.2019 10:31:36","Frontend Developer",50000,NA,NA,40000,NA,NA,2,"relayr","IoT",NA
NA,23,"Male","Jyvaskyla",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,2,NA,NA,NA,NA,NA,"05.12.2019 10:37:31","Backend Developer",36000,NA,NA,24000,NA,NA,20,"","Сommerce",NA
NA,28,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"05.12.2019 10:39:25","Backend Developer",80000,5000,NA,66000,3000,NA,1,"Akelius","Real Estate",NA
NA,31,"Male","Berlin",NA,NA,NA,"Senior","SQL",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 10:43:01","Business Analyst",91000,10000,10000,84000,9000,10000,0,"","Сommerce",NA
NA,28,"Male","Berlin",NA,NA,NA,"Senior","AWS",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","50-100","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"05.12.2019 10:44:14","DevOps",70000,NA,10000,NA,NA,NA,NA,"","Finance / Insurance",NA
NA,27,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 11:46:19","Data Engineer",77000,11000,6000,70000,6000,0,2,"","Сommerce",NA
NA,NA,"Male","Toulouse",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"35",NA,"unlimited","French","100-1000","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 11:59:21","Data Scientist",56000,3000,NA,55000,3000,NA,8,"","Manufacture",NA
NA,32,"Male","Stuttgart",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","1000+","Product",NA,NA,NA,12,NA,NA,NA,NA,NA,"05.12.2019 12:24:15","Frontend Developer",69000,5000,NA,55000,NA,NA,5,"Daimler","Transport",NA
NA,35,"Male","Berlin",NA,NA,NA,"Senior","PHP",NA,NA,NA,NA,NA,"20",NA,"unlimited","English","1000+","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 12:33:27","Fullstack Developer",35000,0,NA,NA,NA,NA,0,"","Сommerce",NA
NA,25,"Male","Berlin",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","100-1000","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 12:56:17","Frontend Developer",60000,NA,NA,NA,NA,NA,1,"","Finance / Insurance",NA
NA,35,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 13:14:29","Data Engineer",75000,NA,NA,NA,NA,NA,8,"Hellofresh","Сommerce",NA
NA,34,"Female","Munich",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"24",NA,"unlimited","English","50-100","Startup",NA,NA,NA,9,NA,NA,NA,NA,NA,"05.12.2019 13:14:46","Business Analyst",75000,0,1,55000,5000,0,5,"Pinaccle","Real Estate",NA
NA,29,"Female","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","100-1000","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 13:28:32","Data Scientist",57000,0,NA,55000,NA,360,8,"Europace AG","Finance / Insurance",NA
NA,34,"Male","Frankfurt",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 13:37:42","Data Scientist",50000,0,1,50000,1,1,5,"","Telecom",NA
NA,35,"Female","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","10-50","Startup",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 13:42:19","Data Scientist",71000,NA,NA,68000,NA,NA,1,"Bayes Esports Solutions","Gaming",NA
NA,34,"Male","Berlin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Bodyshop / Outsource",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 13:52:15","Manager",66000,NA,NA,NA,NA,NA,NA,"","",NA
NA,39,"Male","Berlin",NA,NA,NA,"Senior","SQL",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 13:54:32","Data Engineer",63000,0,NA,56000,NA,0,0,"","IT",NA
NA,NA,"Female","Berlin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Consulting / Agency",NA,NA,NA,11,NA,NA,NA,NA,NA,"05.12.2019 14:01:04","QA",72500,NA,NA,NA,NA,NA,NA,"","",NA
NA,39,"Male","Dubai",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"20",NA,"more than 1 year","English","1000+","Startup",NA,NA,NA,18,NA,NA,NA,NA,NA,"05.12.2019 14:10:19","Researcher",120000,0,0.1,120000,NA,NA,8,"noon","Сommerce",NA
NA,34,"Male","Berlin",NA,NA,NA,"Senior","R",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","100-1000","Product",NA,NA,NA,4,NA,NA,NA,NA,NA,"05.12.2019 14:16:49","Data Scientist",67000,10000,NA,67000,10000,NA,4,"","Finance / Insurance",NA
NA,27,"Male","Munich",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"05.12.2019 14:23:38","Data Scientist",90000,NA,NA,75000,NA,NA,NA,"","Сommerce",NA
NA,30,"Male","Munich",NA,NA,NA,"Senior","PHP",NA,NA,NA,NA,NA,"31",NA,"unlimited","English","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 14:29:09","Backend Developer",80000,NA,NA,NA,NA,NA,NA,"","Transport",NA
NA,32,"Female","Munich",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","50-100","Startup",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 14:51:46","Fullstack Developer",70000,0,NA,58000,4000,NA,4,"Fineway","Tourism",NA
NA,35,"Male","Berlin",NA,NA,NA,"Senior","Kotlin",NA,NA,NA,NA,NA,"24",NA,"unlimited","Deutsch","50-100","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 14:59:20","Mobile Developer",65000,5000,NA,56000,NA,NA,1,"","IT",NA
NA,29,"Male","Frankfurt",NA,NA,NA,"Senior","R",NA,NA,NA,NA,NA,"28",NA,"unlimited","Deutsch","1000+","Consulting / Agency",NA,NA,NA,1,NA,NA,NA,NA,NA,"05.12.2019 15:01:08","Data Scientist",61800,7200,NA,60000,5200,NA,NA,"Deloitte ","Finance / Insurance",NA
NA,34,"Male","Berlin",NA,NA,NA,"Middle","Javascript / Typescript",NA,NA,NA,NA,NA,"27",NA,"more than 1 year","English","100-1000","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 15:16:13","Frontend Developer",50000,NA,NA,NA,NA,NA,0,"Chal-Tec","Сommerce",NA
NA,27,"Male","Berlin",NA,NA,NA,"Middle","Not Relevant",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,4,NA,NA,NA,NA,NA,"05.12.2019 15:49:39","QA",58000,NA,NA,NA,NA,NA,4,"1&1 IONOS","Cloud",NA
NA,27,"Male","Berlin",NA,NA,NA,"Middle","Javascript / Typescript",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","100-1000","Product",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 15:52:31","Frontend Developer",60000,5000,NA,48000,NA,NA,8,"th group","Сonstruction",NA
NA,34,"Male","Hamburg",NA,NA,NA,"Senior","Kotlin",NA,NA,NA,NA,NA,"24",NA,"unlimited","English","100-1000","Consulting / Agency",NA,NA,NA,9,NA,NA,NA,NA,NA,"05.12.2019 16:09:01","Data Scientist",100000,5000,NA,NA,NA,NA,NA,"Jimdo.com ","Сommerce",NA
NA,33,"Male","Berlin",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","10-50","Startup",NA,NA,NA,11,NA,NA,NA,NA,NA,"05.12.2019 17:46:15","Frontend Developer",70000,0,1,70000,1,0,5,"","Сommerce",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","1000+","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 17:46:24","Data Scientist",105000,12000,26000,NA,NA,NA,NA,"","",NA
NA,45,"Female","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,15,NA,NA,NA,NA,NA,"05.12.2019 18:14:53","QA",65000,6500,NA,47000,1,0,7,"Datenschutz ","Finance / Insurance",NA
NA,35,"Male","Munich",NA,NA,NA,"Senior","",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Consulting / Agency",NA,NA,NA,14,NA,NA,NA,NA,NA,"05.12.2019 18:33:01","Database Developer (DBA)",68000,0,NA,NA,NA,NA,NA,"","IT",NA
NA,33,"Female","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,1,NA,NA,NA,NA,NA,"05.12.2019 19:02:28","Data Scientist",50000,NA,NA,45000,NA,NA,4,"","Education",NA
NA,32,"Female","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"26",NA,"unlimited","English","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"05.12.2019 19:07:30","QA",42000,NA,NA,NA,NA,NA,3,"-","Сommerce",NA
NA,25,"Male","Moscow",NA,NA,NA,"Middle","Javascript / Typescript",NA,NA,NA,NA,NA,"40",NA,"unlimited","Russian","1000+","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 19:09:28","Frontend Developer",24000,5300,1,17000,1,0,1,"Yandex","SEO",NA
NA,27,"Female","Düsseldorf",NA,NA,NA,"Junior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,1,NA,NA,NA,NA,NA,"05.12.2019 19:16:09","Data Scientist",60000,NA,NA,NA,NA,NA,20,"","Сommerce",NA
NA,36,"Male","Hamburg",NA,NA,NA,"Lead","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","10-50","Consulting / Agency",NA,NA,NA,5,NA,NA,NA,NA,NA,"05.12.2019 19:31:49","Machine Learning Engineer",85000,10000,NA,75000,5000,NA,5,"","IT",NA
NA,33,"Male","Berlin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,16,NA,NA,NA,NA,NA,"05.12.2019 19:33:03","Head of Engineering",115000,NA,25000,95000,NA,10000,4,"","Сommerce",NA
NA,42,"Male","Munich",NA,NA,NA,"Middle","AWS",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"05.12.2019 20:07:56","DevOps",63000,5000,NA,NA,NA,NA,6,"","Tourism",NA
NA,32,"Male","Berlin",NA,NA,NA,"Middle","Java",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,2,NA,NA,NA,NA,NA,"05.12.2019 20:20:22","Backend Developer",53900,0,NA,49000,NA,0,4,"Zalando","Сommerce",NA
NA,37,"Male","Munich",NA,NA,NA,"Senior","C/C++",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","100-1000","Product",NA,NA,NA,14,NA,NA,NA,NA,NA,"05.12.2019 20:57:02","Backend Developer",72000,3000,NA,NA,NA,NA,2,"","Finance / Insurance",NA
NA,32,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,NA,NA,"6 months","Deutsch","100-1000","Consulting / Agency",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 21:14:36","Backend Developer",110000,NA,NA,NA,NA,NA,NA,"","Transport",NA
NA,42,"Male","Frankfurt",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","1000+","Consulting / Agency",NA,NA,NA,18,NA,NA,NA,NA,NA,"05.12.2019 21:21:47","Manager",83000,5500,NA,75000,5000,NA,4,"Finance Consulting","Finance / Insurance",NA
NA,37,"Male","Hamburg",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"29",NA,"unlimited","English","100-1000","Product",NA,NA,NA,12,NA,NA,NA,NA,NA,"05.12.2019 21:34:35","Backend Developer",72000,0,NA,65000,NA,0,20,"Smaato","Сommerce",NA
NA,34,"Male","Munich",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,12,NA,NA,NA,NA,NA,"05.12.2019 21:52:03","Backend Developer",73000,NA,NA,NA,NA,NA,NA,"1&1","IT",NA
NA,NA,"Male","Munich",NA,NA,NA,"Principal","Java",NA,NA,NA,NA,NA,"28",NA,"","English","1000+","Product",NA,NA,NA,11,NA,NA,NA,NA,NA,"05.12.2019 22:11:37","Backend Developer",115000,26000,65000,NA,NA,NA,NA,"","",NA
NA,NA,"Female","Stuttgart",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,NA,NA,"","Deutsch","100-1000","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"05.12.2019 22:13:22","SAP Consultant",96000,12000,NA,NA,NA,NA,NA,"","Manufacture",NA
NA,32,"Male","Berlin",NA,NA,NA,"Senior","Ruby",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","100-1000","Product",NA,NA,NA,12,NA,NA,NA,NA,NA,"05.12.2019 22:22:55","Backend Developer",75000,5500,NA,65000,2000,NA,4,"","Advertising",NA
NA,33,"Male","Zurich",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"20",NA,"unlimited","Deutsch","100-1000","Consulting / Agency",NA,NA,NA,6,NA,NA,NA,NA,NA,"05.12.2019 22:32:20","Backend Developer",110000,10000,NA,NA,NA,NA,NA,"","Сommerce",NA
NA,27,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"05.12.2019 22:37:31","Backend Developer",70000,NA,NA,NA,NA,NA,NA,"","Real Estate",NA
NA,48,"Male","Berlin",NA,NA,NA,"","Powershell",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","100-1000","Product",NA,NA,NA,18,NA,NA,NA,NA,NA,"05.12.2019 22:56:32","System Administrator",55000,NA,NA,55000,NA,NA,1,"","",NA
NA,28,"Female","Berlin",NA,NA,NA,"Junior","R",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","10-50","Consulting / Agency",NA,NA,NA,1,NA,NA,NA,NA,NA,"05.12.2019 23:00:36","Data Scientist",50000,NA,NA,NA,NA,NA,NA,"","Agriculture",NA
NA,32,"Male","Berlin",NA,NA,NA,"Lead","Not Relevant",NA,NA,NA,NA,NA,"28",NA,"unlimited","English","1000+","Product",NA,NA,NA,10,NA,NA,NA,NA,NA,"05.12.2019 23:06:14","Software Engineer",83000,NA,NA,75000,NA,NA,NA,"","Transport",NA
NA,26,"Male","Munich",NA,NA,NA,"Middle","Java",NA,NA,NA,NA,NA,NA,NA,"unlimited","English","","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"05.12.2019 23:22:42","Backend Developer",56000,NA,NA,53000,NA,NA,NA,"","",NA
NA,33,"Female","Hamburg",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,12,NA,NA,NA,NA,NA,"05.12.2019 23:30:41","QA",65000,5500,NA,61000,NA,NA,8,"","Transport",NA
NA,31,"Female","Berlin",NA,NA,NA,"Middle","Python",NA,NA,NA,NA,NA,"31",NA,"more than 1 year","English","100-1000","Startup",NA,NA,NA,2,NA,NA,NA,NA,NA,"05.12.2019 23:53:39","Data Scientist",62000,NA,8000,55000,NA,NA,20,"","Agriculture",NA
NA,30,"Male","Berlin",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"06.12.2019 00:12:12","Fullstack Developer",60000,0,NA,55000,NA,NA,20,"Online dating","Dating",NA
NA,35,"Male","Berlin",NA,NA,NA,"Senior","AWS",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,16,NA,NA,NA,NA,NA,"06.12.2019 00:16:16","Tech Lead",107000,NA,NA,97000,NA,NA,5,"","IT",NA
NA,32,"Male","Berlin",NA,NA,NA,"Senior","Kotlin",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","50-100","Consulting / Agency",NA,NA,NA,10,NA,NA,NA,NA,NA,"06.12.2019 00:21:47","Mobile Developer",78000,NA,NA,70000,NA,NA,NA,"","Transport",NA
NA,38,"Male","Berlin",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"24",NA,"unlimited","English","1000+","Product",NA,NA,NA,16,NA,NA,NA,NA,NA,"06.12.2019 01:53:55","Software Architect",75000,NA,NA,54000,NA,NA,0,"Hoeffner ","Сommerce",NA
NA,28,"Male","Berlin",NA,NA,NA,"Senior","Go",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,4,NA,NA,NA,NA,NA,"06.12.2019 07:46:19","Backend Developer",75000,1,1,55000,1,1,4,"Video Entertainment","Entertainment",NA
NA,NA,"Male","Munich",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"31",NA,"unlimited","English","1000+","Product",NA,NA,NA,19,NA,NA,NA,NA,NA,"06.12.2019 07:56:25","Manager",96000,11000,10000,94000,11000,10000,5,"Intel","Manufacture",NA
NA,34,"Male","Lingen",NA,NA,NA,"Senior","Kotlin",NA,NA,NA,NA,NA,"24",NA,"unlimited","Deutsch","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"06.12.2019 08:03:53","Mobile Developer",65000,0,NA,65000,NA,NA,20,"d.velop","Finance / Insurance",NA
NA,31,"Male","Berlin",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,"26",NA,"more than 1 year","English","50-100","Product",NA,NA,NA,9,NA,NA,NA,NA,NA,"06.12.2019 08:11:52","Fullstack Developer",65000,NA,NA,60000,NA,NA,4,"Customer Alliance","Tourism",NA
NA,30,"Male","Munich",NA,NA,NA,"Senior","Java",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,9,NA,NA,NA,NA,NA,"06.12.2019 08:13:15","QA",68000,8000,3000,62000,7000,3000,20,"","IT",NA
NA,NA,"Male","Frankfurt",NA,NA,NA,"Senior","R",NA,NA,NA,NA,NA,"25",NA,"","Deutsch","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"06.12.2019 09:30:45","Data Scientist",106000,43000,NA,98000,35000,NA,NA,"","Finance / Insurance",NA
NA,NA,"Male","Warsaw",NA,NA,NA,"Senior","Javascript / Typescript",NA,NA,NA,NA,NA,NA,NA,"","Russian","100-1000","",NA,NA,NA,8,NA,NA,NA,NA,NA,"06.12.2019 09:39:46","Frontend Developer",70000,5000,NA,NA,NA,NA,NA,"Compatibl","Finance / Insurance",NA
NA,33,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"24",NA,"unlimited","English","1000+","Product",NA,NA,NA,14,NA,NA,NA,NA,NA,"06.12.2019 09:41:21","QA",52000,NA,NA,NA,NA,NA,4,"","Сommerce",NA
NA,37,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"27",NA,"unlimited","English","50-100","Product",NA,NA,NA,13,NA,NA,NA,NA,NA,"06.12.2019 09:59:35","Data Engineer",68000,NA,NA,NA,NA,NA,NA,"","Software Development",NA
NA,NA,"Male","Berlin",NA,NA,NA,"Senior","Python",NA,NA,NA,NA,NA,"30",NA,"unlimited","Deutsch","1000+","Product",NA,NA,NA,6,NA,NA,NA,NA,NA,"06.12.2019 10:19:22","Machine Learning Engineer",102000,15000,NA,NA,NA,NA,NA,"","",NA
NA,NA,"Male","Hamburg",NA,NA,NA,"Senior",".NET",NA,NA,NA,NA,NA,"25",NA,"unlimited","English","100-1000","Startup",NA,NA,NA,10,NA,NA,NA,NA,NA,"06.12.2019 10:22:12","Mobile Developer",80000,45000,NA,NA,NA,NA,NA,"","Gaming",NA
NA,NA,"Female","Berlin",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"28",NA,"","English","1000+","Product",NA,NA,NA,7,NA,NA,NA,NA,NA,"06.12.2019 10:23:25","Manager",90000,9000,28000,NA,NA,NA,NA,"","Сommerce",NA
NA,NA,"Male","Amsterdam",NA,NA,NA,"Lead","Python",NA,NA,NA,NA,NA,"30",NA,"","English","1000+","",NA,NA,NA,11,NA,NA,NA,NA,NA,"06.12.2019 10:40:25","Data Scientist",128000,25000,140000,NA,NA,NA,NA,"","",NA
NA,28,"Male","Munich",NA,NA,NA,"Senior","Not Relevant",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","1000+","Product",NA,NA,NA,3,NA,NA,NA,NA,NA,"06.12.2019 11:05:29","Fullstack Developer",63000,NA,NA,53000,NA,NA,NA,"","Health",NA
NA,28,"Male","Berlin",NA,NA,NA,"Lead","Javascript / Typescript",NA,NA,NA,NA,NA,"30",NA,"unlimited","English","100-1000","Product",NA,NA,NA,8,NA,NA,NA,NA,NA,"06.12.2019 11:14:46","Frontend Developer",82000,0,NA,65000,NA,NA,4,"","Transport",NA
